transaction_id,amount,merchant_category,hour_of_day,day_of_week,is_online,device_type,card_present,pin_used,distance_from_home,is_foreign,merchant_trust,card_age_days,account_age_months,avg_transaction_amount,transactions_last_24h,transactions_last_week,amount_to_avg_ratio,daily_transaction_velocity,weekly_transaction_velocity,time_since_last_txn,previous_fraud_count,is_fraud
TXN00001659,821.47,Gas Station,4,6,0,Tablet,0,1,17.98,0,7,3493,69,63.34,4,21,12.768,4.0,3.0,19.82,2,0
TXN00001660,29.6,Restaurant,15,6,0,In-Person,1,0,41.91,0,8,367,80,20.0,1,15,1.409,1.0,2.143,1.39,0,0
TXN00001661,45.69,Gas Station,17,5,0,Desktop,0,1,16.94,0,10,3268,82,38.8,3,11,1.148,3.0,1.571,35.25,0,0
TXN00001662,156.73,Retail,5,5,0,Mobile,0,1,22.57,1,10,1783,55,28.5,1,17,5.313,1.0,2.429,25.09,0,0
TXN00001663,26.99,Online,4,6,1,Mobile,0,1,9.82,0,9,2046,23,28.31,3,10,0.921,3.0,1.429,20.9,0,0
TXN00001664,280.31,Online,15,2,0,In-Person,1,0,7.95,1,6,114,11,20.75,2,16,12.887,2.0,2.286,25.29,0,0
TXN00001665,118.09,Online,12,1,1,In-Person,1,0,31.54,0,7,85,56,32.06,3,9,3.572,3.0,1.286,5.86,0,0
TXN00001666,360.53,Online,4,5,1,In-Person,1,1,10.85,0,7,624,41,27.0,1,18,12.877,1.0,2.571,14.39,0,0
TXN00001667,9.52,Gas Station,12,3,0,Mobile,0,1,17.14,0,2,1834,24,151.78,1,13,0.062,1.0,1.857,4.27,0,0
TXN00001668,92.8,Travel,16,0,0,Mobile,0,0,9.45,0,9,1840,23,65.93,5,10,1.387,5.0,1.429,8.43,0,0
TXN00001669,101.64,Restaurant,17,3,0,Mobile,0,0,9.74,0,10,1260,44,80.23,4,19,1.251,4.0,2.714,15.4,0,0
TXN00001670,158.29,Online,7,0,0,In-Person,1,1,5.77,0,6,1516,42,65.35,3,18,2.386,3.0,2.571,2.29,0,0
TXN00001671,45.07,Grocery,12,6,1,Desktop,0,0,18.48,0,2,2751,100,28.61,4,15,1.522,4.0,2.143,6.62,0,0
TXN00001672,13.74,Retail,18,6,0,Desktop,0,1,41.8,0,2,834,80,148.4,1,15,0.092,1.0,2.143,50.35,0,0
TXN00001673,5.97,Retail,2,4,1,Mobile,0,0,37.03,0,7,2637,50,19.48,4,12,0.291,4.0,1.714,3.55,0,0
TXN00001674,24.11,Grocery,23,4,0,In-Person,1,0,33.53,0,6,1433,114,25.68,2,13,0.904,2.0,1.857,2.01,0,0
TXN00001675,21.04,Grocery,7,6,1,In-Person,1,0,20.21,1,9,694,66,87.48,2,17,0.238,2.0,2.429,45.55,0,0
TXN00001676,28.99,Entertainment,1,6,1,Mobile,0,1,14.15,0,3,2317,41,27.94,3,18,1.002,3.0,2.571,21.05,0,1
TXN00001677,41.14,Retail,7,1,0,In-Person,1,0,11.39,0,8,824,63,44.34,3,13,0.907,3.0,1.857,0.47,0,0
TXN00001678,8.0,Retail,12,1,0,Desktop,0,1,58.77,0,10,1617,60,5.6,1,19,1.213,1.0,2.714,9.21,0,0
TXN00001679,11.67,Grocery,12,6,1,In-Person,1,1,21.57,0,7,467,11,41.69,3,18,0.273,3.0,2.571,9.86,1,0
TXN00001680,27.39,Grocery,0,4,1,In-Person,1,0,38.61,0,5,2855,13,100.53,0,8,0.27,0.0,1.143,13.82,0,0
TXN00001681,99.51,Entertainment,5,1,0,In-Person,1,0,37.01,0,5,2142,102,42.25,2,20,2.301,2.0,2.857,7.57,0,0
TXN00001682,20.67,Grocery,23,6,1,In-Person,1,1,16.01,0,3,1177,95,20.56,4,15,0.959,4.0,2.143,4.96,0,0
TXN00001683,98.59,Grocery,18,0,0,In-Person,1,0,7.7,0,6,2500,35,23.59,3,15,4.01,3.0,2.143,17.33,1,0
TXN00001684,732.2,Restaurant,15,0,1,In-Person,1,1,5.51,0,9,1784,38,17.57,1,13,39.424,1.0,1.857,0.47,0,0
TXN00001685,52.39,Gas Station,7,2,1,Mobile,0,0,30.88,0,7,1104,99,94.96,2,11,0.546,2.0,1.571,7.2,0,0
TXN00001686,629.86,Grocery,0,1,0,In-Person,1,0,18.29,0,10,2596,111,26.82,1,19,22.64,1.0,2.714,5.82,0,0
TXN00001687,325.26,Gas Station,15,1,0,Mobile,0,0,11.98,0,3,2596,34,108.0,0,21,2.984,0.0,3.0,19.98,0,0
TXN00001688,121.52,Restaurant,8,2,1,In-Person,1,0,9.59,0,10,2846,27,121.2,2,17,0.994,2.0,2.429,12.29,0,0
TXN00001689,26.64,Retail,12,3,0,In-Person,1,1,8.67,0,9,3055,51,51.06,3,17,0.512,3.0,2.429,23.02,0,0
TXN00001690,38.17,Restaurant,10,0,1,Desktop,0,1,40.83,1,7,2736,27,15.28,2,15,2.345,2.0,2.143,0.69,0,0
TXN00001691,212.44,Grocery,12,3,0,Desktop,0,0,12.55,0,9,279,8,104.65,2,18,2.011,2.0,2.571,9.42,0,0
TXN00001692,60.18,Grocery,20,5,1,In-Person,1,0,13.2,0,9,1304,6,29.38,1,18,1.981,1.0,2.571,1.09,0,0
TXN00001693,970.97,Entertainment,9,2,1,Desktop,0,0,5.92,0,5,2486,109,43.49,0,9,21.827,0.0,1.286,3.42,0,0
TXN00001694,33.88,Entertainment,3,5,0,In-Person,1,1,18.7,0,1,94,65,119.49,2,13,0.281,2.0,1.857,7.32,0,0
TXN00001695,45.34,Restaurant,5,6,1,In-Person,1,0,19.19,0,6,187,101,35.72,0,14,1.235,0.0,2.0,2.86,0,0
TXN00001696,918.97,Restaurant,6,5,0,Mobile,0,1,9.81,0,7,2537,20,190.81,1,10,4.791,1.0,1.429,7.46,0,0
TXN00001697,12.11,Online,4,1,1,Mobile,0,0,6.29,0,8,271,101,96.16,1,12,0.125,1.0,1.714,1.15,0,0
TXN00001698,1203.53,Online,10,3,1,In-Person,1,1,23.47,0,7,3427,87,17.95,1,12,63.526,1.0,1.714,0.59,0,0
TXN00001699,2.1,Gas Station,12,1,1,In-Person,1,1,25.17,0,4,2078,82,55.12,2,18,0.037,2.0,2.571,0.59,1,0
TXN00001700,15.26,Online,18,6,0,In-Person,1,0,20.89,0,5,2673,6,65.33,2,18,0.23,2.0,2.571,5.41,0,0
TXN00001701,10.06,Online,22,2,1,In-Person,1,1,8.16,0,6,434,64,73.22,3,15,0.136,3.0,2.143,0.86,0,0
TXN00001702,4.45,Online,9,4,0,In-Person,1,0,80.65,0,9,2243,87,55.6,1,19,0.079,1.0,2.714,1.6,1,0
TXN00001703,19.4,Online,9,1,1,In-Person,1,0,18.41,0,6,2613,109,79.77,2,14,0.24,2.0,2.0,1.99,0,0
TXN00001704,27.34,Restaurant,10,5,0,In-Person,1,1,1.12,0,6,2068,55,168.47,1,20,0.161,1.0,2.857,1.98,0,0
TXN00001705,71.89,Online,20,6,0,In-Person,1,0,26.77,0,7,66,43,80.1,5,17,0.886,5.0,2.429,9.71,0,0
TXN00001706,2.42,Online,6,5,0,Mobile,0,1,38.94,0,3,3527,90,40.37,1,11,0.058,1.0,1.571,1.2,0,0
TXN00001707,812.13,Retail,17,3,0,In-Person,1,0,4.92,0,3,1602,36,42.44,1,12,18.695,1.0,1.714,6.0,0,0
TXN00001708,23.54,Restaurant,3,3,1,In-Person,1,0,32.32,0,5,244,99,103.0,4,13,0.226,4.0,1.857,9.24,1,0
TXN00001709,74.8,Online,1,2,0,Tablet,0,1,26.3,0,5,3415,91,30.13,1,13,2.403,1.0,1.857,16.48,0,0
TXN00001710,21.72,Gas Station,13,3,1,In-Person,1,1,39.9,0,8,955,79,81.84,2,6,0.262,2.0,0.857,10.86,0,0
TXN00001711,54.95,Entertainment,12,0,1,Mobile,0,1,11.53,0,7,3568,82,14.41,2,13,3.566,2.0,1.857,12.17,1,0
TXN00001712,81.28,Retail,11,1,0,Mobile,0,1,30.79,0,7,367,5,50.63,1,13,1.574,1.0,1.857,0.63,0,0
TXN00001713,150.59,Retail,6,6,1,Mobile,0,0,41.14,0,7,1331,91,33.63,2,14,4.348,2.0,2.0,27.18,0,0
TXN00001714,3.93,Grocery,1,6,0,Mobile,0,1,16.16,1,4,939,94,88.62,2,19,0.044,2.0,2.714,11.47,0,0
TXN00001715,810.0,Online,12,5,1,In-Person,1,1,22.18,0,5,2347,45,178.53,4,12,4.512,4.0,1.714,5.09,0,0
TXN00001716,1.24,Online,13,0,0,Desktop,0,1,11.47,0,7,2083,58,76.81,1,15,0.016,1.0,2.143,9.0,0,0
TXN00001717,78.96,Entertainment,16,2,1,In-Person,1,0,4.27,0,5,472,80,60.41,2,18,1.286,2.0,2.571,0.57,0,0
TXN00001718,83.89,Restaurant,8,5,0,Mobile,0,1,32.82,0,6,3472,25,111.85,3,23,0.743,3.0,3.286,2.65,0,0
TXN00001719,18.76,Travel,16,0,1,Mobile,0,0,20.92,0,9,3015,82,26.33,1,14,0.686,1.0,2.0,23.5,0,0
TXN00001720,45.87,Gas Station,7,6,1,Desktop,0,0,7.64,0,8,3589,96,69.45,3,21,0.651,3.0,3.0,1.87,0,1
TXN00001721,73.03,Gas Station,1,0,0,Mobile,0,1,9.54,0,5,3315,50,56.91,0,16,1.261,0.0,2.286,37.82,0,0
TXN00001722,14.8,Retail,23,6,1,In-Person,1,1,14.16,0,6,1460,1,63.45,3,17,0.23,3.0,2.429,15.41,0,0
TXN00001723,1.0,Retail,12,5,1,In-Person,1,0,34.72,0,9,3595,111,268.79,2,17,0.004,2.0,2.429,17.54,0,0
TXN00001724,26.58,Retail,2,1,0,Desktop,0,0,31.75,0,5,2783,47,40.82,7,15,0.636,7.0,2.143,10.43,0,0
TXN00001725,912.59,Restaurant,15,1,1,In-Person,1,0,14.09,0,9,941,29,55.2,1,20,16.239,1.0,2.857,6.46,0,1
TXN00001726,11.15,Retail,5,4,0,In-Person,1,1,20.16,1,3,472,45,119.84,2,24,0.092,2.0,3.429,15.59,0,0
TXN00001727,23.63,Restaurant,18,0,0,In-Person,1,1,21.01,0,6,1086,3,23.28,3,16,0.973,3.0,2.286,12.02,1,0
TXN00001728,25.97,Online,6,1,0,In-Person,1,0,41.6,0,2,3411,111,69.89,1,10,0.366,1.0,1.429,27.22,1,1
TXN00001729,25.85,Retail,9,6,1,Desktop,0,0,21.01,0,4,1568,13,47.13,1,13,0.537,1.0,1.857,2.45,0,1
TXN00001730,5.46,Gas Station,8,0,0,In-Person,1,0,60.67,0,7,3344,11,66.2,0,15,0.081,0.0,2.143,1.85,0,0
TXN00001731,188.65,Retail,1,0,0,In-Person,1,0,30.36,0,6,700,114,10.61,3,21,16.25,3.0,3.0,23.04,0,0
TXN00001732,87.33,Gas Station,14,2,0,In-Person,1,1,57.32,0,4,151,67,49.69,3,27,1.723,3.0,3.857,17.12,0,0
TXN00001733,33.9,Grocery,4,2,0,Mobile,0,1,5.06,0,8,2034,35,57.32,1,11,0.581,1.0,1.571,15.47,1,0
TXN00001734,9.15,Travel,21,5,1,Tablet,0,0,18.01,0,7,2356,69,62.19,0,14,0.145,0.0,2.0,12.14,0,0
TXN00001735,19.83,Travel,3,0,1,Mobile,0,0,6.82,0,7,3334,76,133.03,2,18,0.148,2.0,2.571,10.88,0,0
TXN00001736,112.51,Online,19,2,1,In-Person,1,0,1.39,1,7,1970,5,186.91,4,12,0.599,4.0,1.714,1.59,0,0
TXN00001737,96.67,Grocery,3,6,0,In-Person,1,0,55.27,0,3,1183,61,84.26,1,11,1.134,1.0,1.571,40.81,2,0
TXN00001738,47.79,Retail,17,5,0,Mobile,0,0,1.28,1,3,737,46,40.26,1,24,1.158,1.0,3.429,12.42,0,0
TXN00001739,117.76,Retail,3,1,0,Mobile,0,1,9.0,0,8,969,71,97.26,3,13,1.198,3.0,1.857,0.29,0,0
TXN00001740,1161.69,Restaurant,16,0,0,In-Person,1,0,41.5,0,6,3237,66,70.06,1,21,16.348,1.0,3.0,4.5,0,0
TXN00001741,285.04,Retail,11,2,0,Desktop,0,1,27.06,0,8,2974,22,118.22,2,13,2.391,2.0,1.857,15.94,1,0
TXN00001742,7.82,Restaurant,21,1,1,In-Person,1,0,22.39,0,7,1630,43,100.08,4,27,0.077,4.0,3.857,2.7,0,0
TXN00001743,689.44,Online,16,0,0,In-Person,1,0,34.7,0,6,2400,49,81.53,2,17,8.354,2.0,2.429,6.85,1,0
TXN00001744,37.67,Gas Station,9,5,0,In-Person,1,0,17.25,0,7,1236,82,16.57,3,4,2.144,3.0,0.571,18.47,0,0
TXN00001745,168.88,Gas Station,21,0,1,Mobile,0,0,3.57,0,4,1274,13,7.1,3,17,20.845,3.0,2.429,1.51,0,0
TXN00001746,35.15,Retail,0,2,1,Mobile,0,1,48.57,0,5,1580,78,121.29,3,8,0.287,3.0,1.143,8.52,0,0
TXN00001747,3.86,Gas Station,21,1,0,In-Person,1,0,13.74,0,7,371,92,21.6,0,19,0.171,0.0,2.714,5.81,0,0
TXN00001748,76.73,Grocery,23,0,0,Mobile,0,0,47.79,0,4,1245,46,79.34,2,19,0.955,2.0,2.714,8.44,0,0
TXN00001749,413.49,Retail,17,0,1,Desktop,0,0,27.43,0,7,470,99,29.31,2,17,13.643,2.0,2.429,4.51,2,0
TXN00001750,12.09,Travel,17,6,0,In-Person,1,1,18.23,0,9,2638,107,60.59,3,9,0.196,3.0,1.286,1.26,2,0
TXN00001751,28.78,Online,13,5,1,Mobile,0,0,34.16,0,8,3142,88,160.01,0,13,0.179,0.0,1.857,0.27,0,0
TXN00001752,1175.72,Entertainment,14,4,1,Mobile,0,0,25.33,0,6,2677,4,103.51,0,19,11.25,0.0,2.714,0.94,0,0
TXN00001753,375.04,Online,11,0,0,In-Person,1,1,18.81,0,7,1150,12,116.42,3,21,3.194,3.0,3.0,23.15,1,0
TXN00001754,208.67,Gas Station,3,4,1,In-Person,1,1,10.53,0,2,323,54,50.12,4,24,4.082,4.0,3.429,5.63,0,0
TXN00001755,151.22,Entertainment,2,4,1,In-Person,1,0,9.91,0,7,1389,29,61.96,2,12,2.402,2.0,1.714,20.48,0,0
TXN00001756,85.05,Gas Station,19,1,0,In-Person,1,1,13.07,0,6,2699,6,28.73,2,16,2.86,2.0,2.286,5.88,2,0
TXN00001757,14.54,Restaurant,11,3,0,In-Person,1,0,24.25,0,7,1849,101,21.4,2,16,0.649,2.0,2.286,3.14,0,0
TXN00001758,25.02,Online,6,5,1,In-Person,1,1,18.49,0,8,3349,92,21.29,2,18,1.122,2.0,2.571,7.83,0,0
TXN00001759,394.7,Grocery,10,4,1,In-Person,1,1,22.32,0,7,1492,88,46.33,1,12,8.34,1.0,1.714,18.94,0,0
TXN00001760,42.87,Online,0,1,0,Mobile,0,0,8.5,0,9,1677,117,25.65,3,14,1.609,3.0,2.0,14.45,0,0
TXN00001761,3.79,Grocery,5,5,0,In-Person,1,1,62.22,0,6,1030,38,25.65,0,21,0.142,0.0,3.0,6.62,0,0
TXN00001762,63.62,Entertainment,14,6,0,Mobile,0,1,35.53,0,4,932,39,86.21,0,18,0.729,0.0,2.571,12.88,0,0
TXN00001763,2.87,Grocery,14,2,0,In-Person,1,0,14.59,0,6,87,10,88.48,2,19,0.032,2.0,2.714,0.42,0,0
TXN00001764,18.99,Travel,18,4,0,Desktop,0,0,9.49,0,8,3491,32,32.6,0,17,0.565,0.0,2.429,3.48,2,0
TXN00001765,3.99,Gas Station,10,3,1,In-Person,1,0,25.15,0,9,1755,4,89.08,4,15,0.044,4.0,2.143,7.5,1,0
TXN00001766,54.03,Online,22,2,1,In-Person,1,0,2.49,0,7,174,52,16.59,1,18,3.071,1.0,2.571,6.76,0,0
TXN00001767,79.18,Travel,1,5,1,In-Person,1,1,26.14,0,7,2977,50,26.05,1,12,2.927,1.0,1.714,2.94,0,0
TXN00001768,502.62,Restaurant,13,4,1,Desktop,0,1,25.39,0,9,260,60,32.43,3,15,15.037,3.0,2.143,33.49,1,0
TXN00001769,130.04,Grocery,1,6,0,In-Person,1,1,6.16,0,9,3143,46,31.0,0,14,4.063,0.0,2.0,3.11,1,0
TXN00001770,26.27,Online,3,4,1,Mobile,0,1,19.22,0,7,2272,96,45.19,4,13,0.569,4.0,1.857,1.21,0,0
TXN00001771,13.89,Travel,16,3,0,Mobile,0,0,2.61,0,9,2679,80,68.26,2,15,0.2,2.0,2.143,4.77,1,0
TXN00001772,107.16,Online,2,0,0,In-Person,1,0,25.89,0,4,181,84,64.07,0,14,1.647,0.0,2.0,7.02,0,0
TXN00001773,4.32,Grocery,12,3,0,In-Person,1,0,18.14,1,5,1984,24,28.48,2,16,0.147,2.0,2.286,37.4,0,0
TXN00001774,530.0,Gas Station,8,6,0,Mobile,0,1,6.21,1,6,2861,54,24.72,1,17,20.608,1.0,2.429,7.41,0,0
TXN00001775,103.46,Gas Station,6,1,0,Mobile,0,1,25.09,0,9,3555,6,16.69,3,20,5.849,3.0,2.857,6.24,0,0
TXN00001776,9.4,Online,14,1,0,In-Person,1,0,6.27,0,9,3467,117,63.94,1,16,0.145,1.0,2.286,5.91,0,0
TXN00001777,16.11,Retail,22,6,0,Desktop,0,0,59.98,0,5,3649,107,141.65,1,20,0.113,1.0,2.857,9.98,0,0
TXN00001778,24.74,Travel,10,6,1,In-Person,1,1,7.81,0,10,230,99,49.79,1,21,0.487,1.0,3.0,10.02,0,0
TXN00001779,47.67,Retail,19,6,0,Mobile,0,1,21.87,0,8,1130,82,29.61,2,19,1.558,2.0,2.714,34.13,2,0
TXN00001780,85.72,Grocery,1,3,0,In-Person,1,0,18.75,0,6,2840,3,83.77,2,12,1.011,2.0,1.714,5.27,0,0
TXN00001781,36.4,Online,14,3,1,Mobile,0,0,18.77,0,6,1453,90,79.26,3,15,0.454,3.0,2.143,6.24,0,0
TXN00001782,89.06,Restaurant,13,3,1,Mobile,0,0,11.29,0,4,903,15,46.99,2,15,1.856,2.0,2.143,6.18,1,0
TXN00001783,27.01,Restaurant,19,3,0,Mobile,0,0,14.87,0,5,1711,48,44.74,5,5,0.59,5.0,0.714,8.38,0,0
TXN00001784,475.52,Travel,21,6,0,In-Person,1,0,14.97,0,9,2912,4,97.9,3,11,4.808,3.0,1.571,11.57,0,0
TXN00001785,172.06,Retail,10,3,0,In-Person,1,1,37.8,0,7,893,14,44.24,3,15,3.803,3.0,2.143,15.15,0,0
TXN00001786,281.27,Grocery,2,4,0,Mobile,0,0,32.31,1,4,82,43,6.03,3,14,39.987,3.0,2.0,6.61,0,0
TXN00001787,94.26,Online,16,5,1,In-Person,1,1,47.95,0,5,3571,59,167.24,5,11,0.56,5.0,1.571,6.97,1,0
TXN00001788,316.0,Travel,11,5,0,In-Person,1,0,57.63,0,5,888,97,33.03,2,12,9.285,2.0,1.714,13.74,0,0
TXN00001789,2.26,Retail,23,2,1,In-Person,1,0,6.42,0,4,834,81,208.67,2,10,0.011,2.0,1.429,5.28,0,0
TXN00001790,53.16,Restaurant,20,1,1,Desktop,0,0,15.2,0,10,610,40,28.13,3,10,1.825,3.0,1.429,16.08,0,0
TXN00001791,522.92,Retail,14,1,0,In-Person,1,0,7.35,0,9,1179,63,89.13,1,18,5.802,1.0,2.571,12.62,2,0
TXN00001792,247.96,Retail,15,5,1,Mobile,0,0,4.98,0,3,1576,85,143.02,3,21,1.722,3.0,3.0,14.77,0,0
TXN00001793,137.0,Online,4,6,1,Tablet,0,0,10.92,0,8,975,87,141.73,2,22,0.96,2.0,3.143,5.37,0,0
TXN00001794,19.3,Online,19,6,0,In-Person,1,1,35.05,0,3,619,60,59.27,2,7,0.32,2.0,1.0,14.86,0,0
TXN00001795,152.7,Entertainment,5,5,0,In-Person,1,0,1.04,0,9,2971,11,37.93,1,14,3.922,1.0,2.0,3.7,0,0
TXN00001796,111.85,Online,18,2,0,Desktop,0,0,46.84,0,6,3037,110,55.67,0,14,1.974,0.0,2.0,0.04,0,0
TXN00001797,7.71,Travel,4,3,1,In-Person,1,1,52.85,0,6,3025,10,52.44,0,15,0.144,0.0,2.143,36.3,1,0
TXN00001798,262.63,Restaurant,2,5,1,In-Person,1,0,19.5,0,9,756,73,15.29,3,22,16.127,3.0,3.143,11.44,2,0
TXN00001799,41.66,Online,0,6,0,In-Person,1,1,29.13,0,1,203,74,39.06,0,19,1.04,0.0,2.714,0.7,0,0
TXN00001800,12.43,Grocery,5,5,0,In-Person,1,0,14.62,0,9,3599,88,70.29,2,16,0.174,2.0,2.286,15.63,0,0
TXN00001801,8.71,Online,14,2,0,Desktop,0,0,17.82,0,10,1338,73,138.7,0,18,0.062,0.0,2.571,12.2,0,0
TXN00001802,25.12,Restaurant,1,3,1,Mobile,0,0,34.55,0,7,77,5,118.46,1,14,0.21,1.0,2.0,16.78,1,0
TXN00001803,80.64,Online,2,1,0,Tablet,0,0,6.33,0,8,489,51,111.9,1,21,0.714,1.0,3.0,5.86,0,0
TXN00001804,27.92,Retail,16,6,1,Mobile,0,1,8.58,0,10,1003,117,86.73,1,18,0.318,1.0,2.571,1.28,0,0
TXN00001805,14.18,Travel,23,6,0,In-Person,1,0,12.42,0,4,3264,17,71.94,1,11,0.194,1.0,1.571,26.99,0,0
TXN00001806,19.45,Gas Station,11,5,0,In-Person,1,0,18.36,0,4,2698,115,18.79,2,15,0.982,2.0,2.143,55.51,1,0
TXN00001807,71.88,Restaurant,17,0,1,In-Person,1,0,13.15,0,4,1563,3,9.91,4,9,6.591,4.0,1.286,10.77,0,0
TXN00001808,228.25,Restaurant,14,1,0,Mobile,0,0,18.44,0,8,1129,113,26.57,1,10,8.28,1.0,1.429,14.63,0,0
TXN00001809,59.83,Online,11,1,0,In-Person,1,0,11.6,0,6,1670,89,45.92,3,10,1.275,3.0,1.429,7.34,0,0
TXN00001810,782.81,Gas Station,15,0,1,In-Person,1,0,10.35,0,5,247,55,29.86,1,14,25.365,1.0,2.0,5.25,0,0
TXN00001811,14.25,Entertainment,7,2,1,In-Person,1,0,26.87,0,5,1768,19,22.07,2,15,0.617,2.0,2.143,27.87,2,0
TXN00001812,20.78,Retail,13,4,1,In-Person,1,0,4.37,0,8,990,62,41.1,3,10,0.494,3.0,1.429,17.82,0,0
TXN00001813,126.19,Gas Station,16,3,0,Desktop,0,0,8.84,0,5,2076,54,53.92,2,20,2.298,2.0,2.857,1.32,0,0
TXN00001814,42.7,Retail,20,3,1,In-Person,1,1,28.7,0,7,1849,43,9.55,4,14,4.049,4.0,2.0,11.8,0,0
TXN00001815,301.24,Entertainment,7,1,0,In-Person,1,0,2.63,0,10,3523,81,35.91,1,10,8.161,1.0,1.429,20.34,1,0
TXN00001816,7.11,Restaurant,14,0,0,Mobile,0,0,28.42,0,7,13,76,76.29,6,12,0.092,6.0,1.714,11.25,0,0
TXN00001817,84.35,Online,13,6,0,In-Person,1,0,25.05,1,10,742,31,96.6,5,16,0.864,5.0,2.286,12.48,0,0
TXN00001818,153.44,Online,17,1,0,In-Person,1,0,4.75,0,6,619,67,84.75,1,15,1.789,1.0,2.143,1.65,2,0
TXN00001819,3.6,Entertainment,19,1,0,In-Person,1,1,5.13,0,7,3630,68,98.43,2,16,0.036,2.0,2.286,7.41,1,0
TXN00001820,7.6,Grocery,6,6,0,In-Person,1,1,10.87,0,6,2699,72,81.16,1,12,0.093,1.0,1.714,13.73,0,0
TXN00001821,21.53,Restaurant,2,6,0,In-Person,1,1,6.11,0,3,708,22,74.26,2,17,0.286,2.0,2.429,0.65,0,0
TXN00001822,7.17,Gas Station,11,5,1,In-Person,1,1,13.24,0,4,3649,33,373.13,2,12,0.019,2.0,1.714,21.23,0,0
TXN00001823,47.78,Online,20,2,1,In-Person,1,1,35.63,0,4,1937,94,205.23,1,11,0.232,1.0,1.571,5.7,0,0
TXN00001824,152.4,Restaurant,23,3,0,Desktop,0,0,17.45,0,6,564,104,83.74,4,14,1.798,4.0,2.0,27.67,0,0
TXN00001825,24.53,Retail,2,4,0,In-Person,1,0,24.66,1,8,2795,10,103.33,2,22,0.235,2.0,3.143,8.39,0,0
TXN00001826,165.88,Retail,19,0,1,Tablet,0,1,30.68,0,9,2923,7,64.39,2,17,2.537,2.0,2.429,14.59,0,0
TXN00001827,11.66,Retail,13,4,1,Mobile,0,0,15.47,0,6,581,112,117.83,2,17,0.098,2.0,2.429,7.29,0,0
TXN00001828,16.73,Entertainment,14,0,0,In-Person,1,0,7.15,0,7,414,36,24.99,0,15,0.644,0.0,2.143,12.68,0,0
TXN00001829,19.57,Travel,13,3,1,In-Person,1,0,40.11,0,7,2091,49,40.56,4,16,0.471,4.0,2.286,15.57,0,0
TXN00001830,39.85,Retail,6,2,1,Mobile,0,0,12.29,0,1,3337,20,33.83,2,20,1.144,2.0,2.857,2.84,0,0
TXN00001831,4.61,Online,16,4,0,In-Person,1,1,31.42,0,7,3584,67,30.17,2,18,0.148,2.0,2.571,5.7,0,0
TXN00001832,6.15,Retail,11,0,1,In-Person,1,1,22.53,0,8,2382,4,38.32,2,17,0.156,2.0,2.429,4.86,0,0
TXN00001833,4.92,Restaurant,19,1,1,Mobile,0,1,31.92,0,7,2123,62,67.42,2,11,0.072,2.0,1.571,35.21,0,0
TXN00001834,77.66,Grocery,3,6,1,Mobile,0,0,46.71,0,7,2848,29,179.74,1,12,0.43,1.0,1.714,16.5,0,0
TXN00001835,90.42,Travel,8,3,0,Mobile,0,0,23.8,0,7,1765,97,108.38,1,12,0.827,1.0,1.714,6.34,0,0
TXN00001836,1.0,Restaurant,5,2,1,Desktop,0,0,37.01,0,8,1395,55,18.05,1,19,0.052,1.0,2.714,0.35,0,0
TXN00001837,641.64,Grocery,15,6,1,In-Person,1,0,31.43,0,6,1472,54,68.13,2,13,9.282,2.0,1.857,56.52,0,0
TXN00001838,2.9,Grocery,21,5,1,In-Person,1,0,6.97,0,6,181,96,62.49,2,16,0.046,2.0,2.286,6.21,1,0
TXN00001839,211.53,Gas Station,21,1,0,Desktop,0,1,10.13,0,10,2072,20,76.11,4,14,2.743,4.0,2.0,12.71,0,0
TXN00001840,265.8,Restaurant,20,2,1,Desktop,0,1,6.39,0,7,863,42,22.45,1,9,11.335,1.0,1.286,2.54,0,0
TXN00001841,301.22,Grocery,20,0,0,In-Person,1,1,29.39,0,4,2610,73,48.02,1,16,6.145,1.0,2.286,5.94,0,0
TXN00001842,20.6,Entertainment,1,1,0,Mobile,0,0,7.65,0,7,79,11,69.01,2,13,0.294,2.0,1.857,1.05,0,0
TXN00001843,64.36,Gas Station,23,5,1,In-Person,1,0,30.12,0,6,376,59,20.62,2,22,2.977,2.0,3.143,3.42,0,0
TXN00001844,41.37,Gas Station,7,5,1,Tablet,0,1,3.49,0,2,2100,50,56.6,1,19,0.718,1.0,2.714,34.92,0,0
TXN00001845,817.79,Online,10,2,1,In-Person,1,0,2.79,0,7,1473,29,41.41,7,23,19.282,7.0,3.286,9.22,2,0
TXN00001846,36.69,Entertainment,12,3,1,Mobile,0,1,18.32,0,7,2441,45,30.59,3,15,1.161,3.0,2.143,0.58,0,0
TXN00001847,437.74,Retail,16,4,1,In-Person,1,1,31.54,0,5,937,10,19.34,3,13,21.526,3.0,1.857,22.56,0,0
TXN00001848,11.93,Online,7,5,0,In-Person,1,0,11.54,0,7,376,53,108.3,2,13,0.109,2.0,1.857,0.9,2,0
TXN00001849,21.45,Restaurant,20,5,1,In-Person,1,0,12.31,0,8,3373,88,37.18,1,16,0.562,1.0,2.286,19.19,0,0
TXN00001850,34.71,Gas Station,17,6,0,Mobile,0,0,13.23,0,10,3128,50,34.69,5,11,0.973,5.0,1.571,31.05,0,0
TXN00001851,56.16,Online,17,4,0,In-Person,1,0,5.92,0,9,2804,27,262.07,3,11,0.213,3.0,1.571,20.72,0,0
